Datetime,Open,Low,High,Close,Volume,Adj Close
2019-05-01 09:30:00-04:00,294.72,294.65,294.79,294.65,1568314.0,294.65
2019-05-01 09:33:00-04:00,294.69,294.55,294.7,294.57,147736.0,294.57
2019-05-01 09:34:00-04:00,294.57,294.56,294.71,294.63,139458.0,294.63
2019-05-01 09:35:00-04:00,294.63,294.5,294.68,294.52,194959.0,294.52
2019-05-01 09:36:00-04:00,294.52,294.47,294.58,294.48,194056.0,294.48
2019-05-01 09:38:00-04:00,294.54,294.54,294.7,294.67,165398.0,294.67
2019-05-01 09:39:00-04:00,294.67,294.64,294.73,294.71,89589.0,294.71
2019-05-01 09:40:00-04:00,294.7,294.58,294.77,294.62,127618.0,294.62
2019-05-01 09:41:00-04:00,294.62,294.55,294.63,294.62,72267.0,294.62
2019-05-01 09:42:00-04:00,294.63,294.54,294.64,294.61,161890.0,294.61
2019-05-01 09:47:00-04:00,294.53,294.47,294.57,294.5,112631.0,294.5
2019-05-01 09:51:00-04:00,294.52,294.47,294.59,294.47,143354.0,294.47
2019-05-01 09:55:00-04:00,294.4,294.33,294.41,294.35,82419.0,294.35
2019-05-01 09:56:00-04:00,294.35,294.34,294.48,294.44,100575.0,294.44
2019-05-01 09:57:00-04:00,294.44,294.43,294.52,294.5,144810.0,294.5
2019-05-01 09:58:00-04:00,294.5,294.43,294.52,294.44,66412.0,294.44
2019-05-01 09:59:00-04:00,294.44,294.4,294.53,294.47,122380.0,294.47
2019-05-01 10:00:00-04:00,294.2,294.1,294.37,294.31,688093.0,294.31
2019-05-01 10:12:00-04:00,294.53,294.5,294.54,294.5,284165.0,294.5
2019-05-01 10:18:00-04:00,294.51,294.5,294.52,294.51,244667.0,294.51
2019-05-01 10:20:00-04:00,294.48,294.48,294.52,294.52,254960.0,294.52
2019-05-01 10:21:00-04:00,294.52,294.51,294.58,294.52,44545.0,294.52
2019-05-01 10:23:00-04:00,294.48,294.43,294.53,294.43,26445.0,294.43
2019-05-01 10:24:00-04:00,294.44,294.4,294.49,294.48,75212.0,294.48
2019-05-01 10:27:00-04:00,294.39,294.31,294.41,294.31,56127.0,294.31
2019-05-01 10:31:00-04:00,294.17,294.14,294.23,294.23,82875.0,294.23
2019-05-01 10:32:00-04:00,294.21,294.19,294.24,294.22,52548.0,294.22
2019-05-01 10:33:00-04:00,294.22,294.17,294.24,294.22,48568.0,294.22
2019-05-01 10:38:00-04:00,294.37,294.29,294.4,294.37,47578.0,294.37
2019-05-01 10:39:00-04:00,294.36,294.28,294.38,294.31,43452.0,294.31
2019-05-01 10:41:00-04:00,294.33,294.32,294.37,294.35,74944.0,294.35
2019-05-01 10:42:00-04:00,294.35,294.28,294.36,294.28,51133.0,294.28
2019-05-01 10:43:00-04:00,294.28,294.2,294.28,294.21,78089.0,294.21
2019-05-01 10:44:00-04:00,294.21,294.2,294.28,294.26,58848.0,294.26
2019-05-01 10:45:00-04:00,294.26,294.26,294.4,294.38,53884.0,294.38
2019-05-01 10:46:00-04:00,294.39,294.36,294.44,294.4,49597.0,294.4
2019-05-01 10:47:00-04:00,294.4,294.34,294.43,294.43,33619.0,294.43
2019-05-01 10:48:00-04:00,294.42,294.34,294.43,294.38,46479.0,294.38
2019-05-01 10:49:00-04:00,294.39,294.35,294.39,294.36,21941.0,294.36
2019-05-01 10:51:00-04:00,294.34,294.34,294.38,294.35,164443.0,294.35
2019-05-01 10:52:00-04:00,294.35,294.34,294.38,294.38,97340.0,294.38
2019-05-01 10:54:00-04:00,294.32,294.27,294.33,294.31,33563.0,294.31
2019-05-01 10:55:00-04:00,294.3,294.25,294.32,294.29,36473.0,294.29
2019-05-01 10:56:00-04:00,294.3,294.21,294.32,294.26,94522.0,294.26
2019-05-01 10:58:00-04:00,294.32,294.29,294.39,294.38,49590.0,294.38
2019-05-01 10:59:00-04:00,294.37,294.29,294.37,294.31,30202.0,294.31
