datetime,AREX,WLL,cash,commission,total,returns,equity_curve,drawdown
2019-05-01 14:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:02:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:04:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:06:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:10:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:16:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:26:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:28:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:30:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:32:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:36:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:38:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:40:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:42:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:48:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:52:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:56:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:58:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 15:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:00:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:04:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:08:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:10:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:12:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:16:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:18:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:24:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:26:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:30:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:32:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:34:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:38:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:42:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:44:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:46:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:48:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:52:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:56:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 16:58:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:00:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:10:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:14:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:24:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:28:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:32:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:34:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:36:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:38:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:40:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:42:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:44:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:46:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:48:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:50:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:52:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:54:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:56:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 17:58:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:06:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:08:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:14:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:16:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:20:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:22:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:24:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:28:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:32:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:34:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:36:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:42:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:44:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:48:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:52:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:54:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:58:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 18:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:00:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:02:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:04:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:06:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:16:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:20:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:22:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:26:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:28:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:30:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:32:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:34:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:40:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:42:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:44:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:46:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:48:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:50:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:52:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:54:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:56:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:58:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-01 19:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-02 13:30:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2019-05-02 13:32:00,-34.0,2306.0,7734.400000000001,2.6,10006.400000000001,0.000640000000000196,1.0006400000000002,0.0
2019-05-02 13:33:00,-34.0,2345.0,7734.400000000001,2.6,10045.400000000001,0.003897505596418327,1.0045400000000002,0.0
2019-05-02 13:34:00,-35.839999999999996,2371.0,7734.400000000001,2.6,10069.560000000001,0.002405080932566195,1.0069560000000002,0.0
2019-05-02 13:35:00,-34.99,2402.0,7734.400000000001,2.6,10101.41,0.003162998184627508,1.010141,0.0
2019-05-02 13:37:00,-34.98,2416.0,7734.400000000001,2.6,10115.420000000002,0.0013869350912398826,1.0115420000000002,0.0
2019-05-02 13:38:00,-34.98,2427.0,7734.400000000001,2.6,10126.420000000002,0.0010874486674798955,1.012642,0.0
2019-05-02 13:39:00,-34.98,2428.0,7734.400000000001,2.6,10127.420000000002,9.875158249417204e-05,1.012742,0.0
2019-05-02 13:40:00,-34.98,2435.0,7734.400000000001,2.6,10134.420000000002,0.0006911928210737717,1.013442,0.0
2019-05-02 13:41:00,-34.98,2437.0,7734.400000000001,2.6,10136.420000000002,0.0001973472581557889,1.013642,0.0
2019-05-02 13:44:00,-34.98,2440.0,7734.400000000001,2.6,10139.420000000002,0.00029596247984997603,1.0139420000000001,0.0
2019-05-02 13:45:00,-34.089999999999996,2437.0,7734.400000000001,2.6,10137.310000000001,-0.00020809868809068544,1.0137310000000002,0.00021099999999996122
2019-05-02 13:46:00,-34.98,2433.0,7734.400000000001,2.6,10132.420000000002,-0.00048237648843718617,1.0132420000000002,0.0006999999999999229
2019-05-02 13:49:00,-34.94,2452.0,7734.400000000001,2.6,10151.460000000001,0.0018791167361793537,1.015146,0.0
2019-05-02 13:51:00,-34.97,2451.0,7734.400000000001,2.6,10150.43,-0.00010146323780035882,1.015043,0.00010300000000018628
2019-05-02 13:52:00,-34.96,2450.0,7734.400000000001,2.6,10149.44,-9.753281388080737e-05,1.0149439999999998,0.00020200000000025753
2019-05-02 13:54:00,-34.17,2451.0,7734.400000000001,2.6,10151.23,0.00017636441025303817,1.0151229999999998,2.3000000000328313e-05
2019-05-02 13:56:00,-34.2,2450.0,7734.400000000001,2.6,10150.2,-0.00010146553668854974,1.0150199999999998,0.00012600000000029254
2019-05-02 14:01:00,-34.910000000000004,2461.0,7734.400000000001,2.6,10160.490000000002,0.0010137731276231854,1.016049,0.0
2019-05-02 14:02:00,-34.949999999999996,2467.0,7734.400000000001,2.6,10166.45,0.0005865858831610726,1.0166449999999998,0.0
2019-05-02 14:04:00,-34.949999999999996,2468.0,7734.400000000001,2.6,10167.45,9.83627519930419e-05,1.0167449999999998,0.0
2019-05-02 14:06:00,-35.0,2465.0,7734.400000000001,2.6,10164.400000000001,-0.0002999768870266539,1.0164399999999998,0.0003049999999999997
2019-05-02 14:07:00,-34.99,2467.0,7734.400000000001,2.6,10166.41,0.00019774900633562353,1.0166409999999995,0.00010400000000032605
2019-05-02 14:10:00,-34.96,2464.0,7734.400000000001,2.6,10163.44,-0.00029213852284137865,1.0163439999999995,0.00040100000000031777
2019-05-02 14:12:00,-34.260000000000005,2464.0,7734.400000000001,2.6,10164.14,6.88743181440632e-05,1.0164139999999993,0.0003310000000005253
2019-05-02 14:14:00,-34.6,2461.0,7734.400000000001,2.6,10160.8,-0.0003286062568992332,1.0160799999999992,0.0006650000000005818
2019-05-02 14:17:00,-34.94,2470.0,7734.400000000001,2.6,10169.460000000001,0.0008522950948746111,1.0169459999999995,0.0
2019-05-02 14:18:00,-34.94,2467.0,7734.400000000001,2.6,10166.460000000001,-0.00029500091450285204,1.0166459999999995,0.00029999999999996696
2019-05-02 14:20:00,-34.98,2471.0,7734.400000000001,2.6,10170.420000000002,0.0003895161147537962,1.0170419999999996,0.0
2019-05-02 14:24:00,-34.98,2463.0,7734.400000000001,2.6,10162.420000000002,-0.0007865948505567655,1.0162419999999996,0.0007999999999999119
2019-05-02 14:26:00,-34.98,2462.0,7734.400000000001,2.6,10161.420000000002,-9.840175863617961e-05,1.0161419999999997,0.0008999999999999009
2019-05-02 14:31:00,-34.98,2464.0,7734.400000000001,2.6,10163.420000000002,0.0001968228849904552,1.0163419999999996,0.0006999999999999229
2019-05-02 14:32:00,-34.97,2463.0,7734.400000000001,2.6,10162.43,-9.74081559161899e-05,1.0162429999999996,0.0007989999999999942
2019-05-02 14:33:00,-34.0,2460.0,7734.400000000001,2.6,10160.400000000001,-0.00019975537346861305,1.0160399999999996,0.0010019999999999474
2019-05-02 14:34:00,-34.02,2461.0,7734.400000000001,2.6,10161.380000000001,9.645289555515468e-05,1.0161379999999995,0.0009040000000000159
2019-05-02 14:35:00,-32.01,2460.0,7734.400000000001,2.6,10162.39,9.939594818808573e-05,1.0162389999999994,0.0008030000000001092
2019-05-02 14:36:00,0.0,0.0,10159.79,5.2,10159.79,-0.00025584532772293667,1.0159789999999995,0.0010630000000000361
