Date,AUDUSD,NZDUSD
2012-03-01,1.07355,0.8300700000000001
2012-03-04,1.06715,0.8208700000000001
2012-03-05,1.05536,0.81263
2012-03-06,1.0584200000000001,0.81647
2012-03-07,1.0646200000000001,0.8244100000000001
2012-03-08,1.0580200000000002,0.8221
2012-03-11,1.05179,0.81812
2012-03-12,1.05541,0.8232700000000001
2012-03-13,1.0454299999999999,0.8094
2012-03-14,1.05269,0.81915
2012-03-15,1.05939,0.8250700000000001
2012-03-18,1.06093,0.8265299999999999
2012-03-19,1.04825,0.81747
2012-03-20,1.0460399999999999,0.81583
2012-03-21,1.03905,0.8094
2012-03-22,1.0471,0.81888
2012-03-25,1.05355,0.82319
2012-03-26,1.0463,0.8207200000000001
2012-03-27,1.03904,0.81718
2012-03-28,1.0384799999999998,0.81743
2012-03-29,1.03524,0.81917
2012-04-01,1.04195,0.82388
2012-04-02,1.03331,0.81915
2012-04-03,1.0271700000000001,0.81497
2012-04-04,1.03021,0.8163100000000001
2012-04-05,1.03172,0.8212700000000001
2012-04-08,1.03134,0.82163
2012-04-09,1.02521,0.81497
2012-04-10,1.03016,0.81821
2012-04-11,1.0441799999999999,0.82796
2012-04-12,1.03768,0.8235899999999999
2012-04-15,1.03579,0.8209200000000001
2012-04-16,1.0392,0.82157
2012-04-17,1.0361,0.81597
2012-04-18,1.0333,0.81397
2012-04-19,1.03823,0.81931
2012-04-22,1.0320200000000002,0.81363
2012-04-23,1.03152,0.8135399999999999
2012-04-24,1.0353700000000001,0.81383
2012-04-25,1.03944,0.81596
2012-04-26,1.0475700000000001,0.82289
2012-04-29,1.04308,0.81858
2012-04-30,1.03364,0.81552
2012-05-01,1.03364,0.81109
2012-05-02,1.02664,0.79978
2012-05-03,1.0185600000000001,0.7963399999999999
2012-05-06,1.01985,0.79497
2012-05-07,1.01219,0.78777
2012-05-08,1.00515,0.78435
2012-05-09,1.00814,0.7854
2012-05-10,1.00235,0.7833899999999999
2012-05-13,0.9959100000000001,0.77675
2012-05-14,0.99395,0.76942
2012-05-15,0.9914200000000001,0.76461
2012-05-16,0.9890200000000001,0.76377
2012-05-17,0.98475,0.7570899999999999
2012-05-20,0.9917100000000001,0.76539
2012-05-21,0.9812299999999999,0.7546
2012-05-22,0.97483,0.75035
2012-05-23,0.9764,0.75375
2012-05-24,0.9762,0.75439
2012-05-27,0.9854,0.7618199999999999
2012-05-28,0.98492,0.76312
2012-05-29,0.9705600000000001,0.7531800000000001
2012-05-30,0.97354,0.75378
2012-05-31,0.97024,0.75493
2012-06-03,0.97309,0.75665
2012-06-04,0.97445,0.75659
2012-06-05,0.99292,0.77093
2012-06-06,0.98955,0.76747
2012-06-07,0.99208,0.77099
2012-06-10,0.98641,0.76912
2012-06-11,0.9961,0.77747
2012-06-12,0.99345,0.77391
2012-06-13,1.00265,0.78268
2012-06-14,1.0084600000000001,0.7885
2012-06-17,1.0126899999999999,0.7922
2012-06-18,1.01914,0.7984100000000001
2012-06-19,1.01949,0.79635
2012-06-20,1.0037399999999999,0.78671
2012-06-21,1.0066,0.79083
2012-06-24,1.00125,0.78747
2012-06-25,1.00665,0.79132
2012-06-26,1.00825,0.79185
2012-06-27,1.0045899999999999,0.78888
2012-06-28,1.02521,0.80214
2012-07-01,1.02504,0.80375
2012-07-02,1.02855,0.8042199999999999
2012-07-03,1.02785,0.80375
2012-07-04,1.02893,0.80376
2012-07-05,1.0213299999999998,0.79798
2012-07-08,1.02095,0.79699
2012-07-09,1.01932,0.79432
2012-07-10,1.02531,0.79756
2012-07-11,1.01399,0.7903100000000001
2012-07-12,1.02328,0.79651
2012-07-15,1.0207,0.79406
2012-07-16,1.0318,0.7983100000000001
2012-07-17,1.03647,0.8003
2012-07-18,1.0429700000000002,0.80503
2012-07-19,1.03805,0.80047
2012-07-22,1.02609,0.7880199999999999
2012-07-23,1.02244,0.78478
2012-07-24,1.03173,0.78972
2012-07-25,1.0398399999999999,0.80195
2012-07-26,1.0489,0.81097
2012-07-29,1.05016,0.80892
2012-07-30,1.0505,0.80877
2012-07-31,1.04631,0.80767
2012-08-01,1.0468,0.81113
2012-08-02,1.0568799999999998,0.8196100000000001
2012-08-05,1.05722,0.82031
2012-08-06,1.0554299999999999,0.81757
2012-08-07,1.05749,0.81601
2012-08-08,1.05811,0.81298
2012-08-09,1.05782,0.81415
2012-08-12,1.05197,0.80985
2012-08-13,1.04921,0.80606
2012-08-14,1.05077,0.80762
2012-08-15,1.05131,0.81137
2012-08-16,1.04231,0.80829
2012-08-19,1.04469,0.80938
2012-08-20,1.04895,0.81172
2012-08-21,1.05077,0.81426
