"Date","Time","Open","High","Low","Close","Total Ticks"
04-26-2009,21:00:00,0.72263,0.72263,0.70898,0.71026,44954
04-27-2009,21:00:00,0.71026,0.71041,0.69909,0.70636,48454
04-28-2009,21:00:00,0.70636,0.73011,0.70507,0.72766,57843
04-29-2009,21:00:00,0.72766,0.73851,0.72337,0.72583,68041
04-30-2009,21:00:00,0.72583,0.73472,0.72427,0.73038,40101
05-03-2009,21:00:00,0.73038,0.74125,0.73038,0.74034,37973
05-04-2009,21:00:00,0.74034,0.74799,0.73787,0.74278,59942
05-05-2009,21:00:00,0.74278,0.75035,0.73376,0.74863,54325
05-06-2009,21:00:00,0.74863,0.76169,0.74594,0.75428,64707
05-07-2009,21:00:00,0.75428,0.77091,0.75088,0.76816,47111
05-10-2009,21:00:00,0.76816,0.77161,0.75818,0.75901,56157
05-11-2009,21:00:00,0.75901,0.76817,0.75626,0.76539,62782
05-12-2009,21:00:00,0.76539,0.77049,0.75091,0.75322,72733
05-13-2009,21:00:00,0.75322,0.76189,0.74671,0.76048,70993
05-14-2009,21:00:00,0.76048,0.76096,0.74781,0.74982,58458
05-17-2009,21:00:00,0.74982,0.76698,0.74519,0.76597,56146
05-18-2009,21:00:00,0.76597,0.77853,0.76304,0.77482,59269
05-19-2009,21:00:00,0.77482,0.78097,0.76874,0.77561,62858
05-20-2009,21:00:00,0.77561,0.77944,0.76694,0.77858,61806
05-21-2009,21:00:00,0.77858,0.78684,0.77731,0.78401,53082
05-24-2009,21:00:00,0.78401,0.78401,0.77746,0.78241,16417
05-25-2009,21:00:00,0.78241,0.78844,0.77041,0.78633,58961
05-26-2009,21:00:00,0.78633,0.78924,0.77607,0.77625,57749
05-27-2009,21:00:00,0.77625,0.78696,0.77463,0.78431,67625
05-28-2009,21:00:00,0.78431,0.80135,0.78313,0.80092,56978
05-31-2009,21:00:00,0.80092,0.81544,0.79919,0.81049,53618
06-01-2009,21:00:00,0.81049,0.82325,0.80519,0.82121,64446
06-02-2009,21:00:00,0.82121,0.82646,0.79331,0.80106,59454
06-03-2009,21:00:00,0.80106,0.80916,0.78914,0.80213,54668
06-04-2009,21:00:00,0.80213,0.81246,0.79181,0.79346,42711
06-07-2009,21:00:00,0.79346,0.79871,0.78287,0.78942,48580
06-08-2009,21:00:00,0.78942,0.80441,0.78531,0.80193,48877
06-09-2009,21:00:00,0.80193,0.81359,0.79686,0.80303,47920
06-10-2009,21:00:00,0.80303,0.82385,0.801,0.81965,47479
06-11-2009,21:00:00,0.81965,0.82137,0.80591,0.81341,46841
06-14-2009,21:00:00,0.81341,0.81341,0.79051,0.79525,42403
06-15-2009,21:00:00,0.79525,0.80695,0.78611,0.79374,51654
06-16-2009,21:00:00,0.79374,0.79971,0.78515,0.79473,56415
06-17-2009,21:00:00,0.79473,0.80551,0.79126,0.79885,41921
06-18-2009,21:00:00,0.79885,0.81195,0.79824,0.8057,34691
06-21-2009,21:00:00,0.8057,0.80675,0.78521,0.786,44353
06-22-2009,21:00:00,0.786,0.798,0.77901,0.79403,54495
06-23-2009,21:00:00,0.79403,0.80561,0.79181,0.79738,46326
06-24-2009,21:00:00,0.79738,0.80405,0.79331,0.80266,53896
06-25-2009,21:00:00,0.80266,0.80881,0.8026,0.80705,40971
06-28-2009,21:00:00,0.80705,0.80981,0.79846,0.8085,31428
06-29-2009,21:00:00,0.8085,0.81563,0.80401,0.80656,42248
06-30-2009,21:00:00,0.80656,0.81091,0.80241,0.80883,41993
07-01-2009,21:00:00,0.80883,0.81006,0.79361,0.79403,43258
07-02-2009,21:00:00,0.79403,0.80076,0.79054,0.79803,23868
07-05-2009,21:00:00,0.79803,0.79815,0.78799,0.79805,37354
07-06-2009,21:00:00,0.79805,0.80391,0.78851,0.78901,41512
07-07-2009,21:00:00,0.78901,0.78994,0.77241,0.77877,47565
07-08-2009,21:00:00,0.77877,0.78632,0.77563,0.78311,43251
07-09-2009,21:00:00,0.78311,0.78501,0.77401,0.77855,46659
07-12-2009,21:00:00,0.77855,0.7837,0.77021,0.78344,46731
07-13-2009,21:00:00,0.78344,0.79399,0.78146,0.79305,46721
07-14-2009,21:00:00,0.79305,0.8057,0.79261,0.80363,41320
07-15-2009,21:00:00,0.80363,0.80731,0.79611,0.80663,46561
07-16-2009,21:00:00,0.80663,0.80663,0.79711,0.80176,38044
07-19-2009,21:00:00,0.80176,0.81766,0.80068,0.81692,35791
07-20-2009,21:00:00,0.81692,0.8194,0.80901,0.81843,39125
07-21-2009,21:00:00,0.81843,0.82136,0.81001,0.81593,38575
07-22-2009,21:00:00,0.81593,0.82239,0.81089,0.81405,39427
07-23-2009,21:00:00,0.81405,0.81898,0.81224,0.81686,32508
07-26-2009,21:00:00,0.81686,0.82604,0.81461,0.82305,34990
07-27-2009,21:00:00,0.82305,0.83393,0.82011,0.82713,42590
07-28-2009,21:00:00,0.82713,0.82796,0.81266,0.81793,41650
07-29-2009,21:00:00,0.81793,0.82881,0.81441,0.82592,45287
07-30-2009,21:00:00,0.82592,0.83671,0.82386,0.83647,36786
08-02-2009,21:00:00,0.83647,0.84411,0.83405,0.84243,40152
08-03-2009,21:00:00,0.84243,0.84714,0.83861,0.84486,47897
08-04-2009,21:00:00,0.84486,0.84565,0.83621,0.8409,39967
08-05-2009,21:00:00,0.8409,0.84617,0.83696,0.84006,41218
08-06-2009,21:00:00,0.84006,0.84418,0.83461,0.83566,39310
08-09-2009,21:00:00,0.83566,0.84311,0.83321,0.8376,33037
08-10-2009,21:00:00,0.8376,0.83901,0.82766,0.8292,36362
08-11-2009,21:00:00,0.8292,0.8373,0.81811,0.83403,42223
08-12-2009,21:00:00,0.83403,0.84542,0.83199,0.84353,39873
08-13-2009,21:00:00,0.84353,0.84793,0.82761,0.83021,40609
08-16-2009,21:00:00,0.83021,0.83165,0.8157,0.82055,48854
08-17-2009,21:00:00,0.82055,0.82751,0.81961,0.82698,48788
08-18-2009,21:00:00,0.82698,0.83149,0.81756,0.82878,55546
08-19-2009,21:00:00,0.82878,0.83341,0.8269,0.83155,44458
08-20-2009,21:00:00,0.83155,0.83975,0.82166,0.8334,47031
08-23-2009,21:00:00,0.8334,0.84301,0.8334,0.83905,35715
08-24-2009,21:00:00,0.83905,0.84301,0.83381,0.83595,40351
08-25-2009,21:00:00,0.83595,0.83887,0.82542,0.82842,42049
08-26-2009,21:00:00,0.82842,0.84189,0.82401,0.83942,42185
08-27-2009,21:00:00,0.83942,0.84717,0.83766,0.84165,36898
08-30-2009,21:00:00,0.84165,0.84589,0.83401,0.84441,35461
08-31-2009,21:00:00,0.84441,0.84508,0.82443,0.82602,47682
09-01-2009,21:00:00,0.82602,0.83742,0.82406,0.83432,46126
09-02-2009,21:00:00,0.83432,0.84283,0.83161,0.84026,39729
09-03-2009,21:00:00,0.84026,0.85366,0.83794,0.85086,36676
09-06-2009,21:00:00,0.85086,0.85781,0.85086,0.8558,17578
09-07-2009,21:00:00,0.8558,0.86591,0.85292,0.86233,40410
09-08-2009,21:00:00,0.86233,0.86693,0.85661,0.86248,45920
09-09-2009,21:00:00,0.86248,0.86453,0.85461,0.86396,43270
09-10-2009,21:00:00,0.86396,0.86768,0.86076,0.86296,41378
09-13-2009,21:00:00,0.86296,0.86336,0.85449,0.86221,32726
09-14-2009,21:00:00,0.86221,0.86471,0.85641,0.86336,40929
09-15-2009,21:00:00,0.86336,0.87506,0.86265,0.87346,38620
09-16-2009,21:00:00,0.87346,0.87761,0.86921,0.86976,35904
09-17-2009,21:00:00,0.86976,0.87335,0.86546,0.86701,34979
09-20-2009,21:00:00,0.86761,0.86838,0.85905,0.86325,34504
09-21-2009,21:00:00,0.86325,0.876,0.86251,0.87365,30237
09-22-2009,21:00:00,0.87365,0.87901,0.86881,0.87023,37886
09-23-2009,21:00:00,0.87023,0.87704,0.86211,0.86515,45896
09-24-2009,21:00:00,0.86515,0.87146,0.861,0.86533,49091
09-27-2009,21:00:00,0.86893,0.87568,0.85869,0.87283,35214
09-28-2009,21:00:00,0.87283,0.87627,0.86761,0.8705,44420
09-29-2009,21:00:00,0.8705,0.88483,0.87045,0.88304,44188
09-30-2009,21:00:00,0.88304,0.88597,0.86771,0.86993,45717
10-01-2009,21:00:00,0.86993,0.87141,0.857,0.86361,47572
10-04-2009,21:00:00,0.86361,0.87981,0.86361,0.878,32777
10-05-2009,21:00:00,0.878,0.89201,0.87603,0.89103,39320
10-06-2009,21:00:00,0.89103,0.89513,0.88681,0.89142,40841
10-07-2009,21:00:00,0.89142,0.90915,0.89021,0.90645,39512
10-08-2009,21:00:00,0.90645,0.90851,0.9014,0.90365,41152
10-11-2009,21:00:00,0.90365,0.90842,0.89846,0.90735,29204
10-12-2009,21:00:00,0.90735,0.91271,0.90334,0.90923,40122
10-13-2009,21:00:00,0.90923,0.91586,0.90541,0.9152,41176
10-14-2009,21:00:00,0.9152,0.92289,0.91472,0.92073,40674
10-15-2009,21:00:00,0.92073,0.92711,0.91238,0.91703,42063
10-18-2009,21:00:00,0.91703,0.92953,0.91142,0.92953,35794
10-19-2009,21:00:00,0.92953,0.93117,0.91821,0.92405,37173
10-20-2009,21:00:00,0.92405,0.93294,0.91937,0.92943,43821
10-21-2009,21:00:00,0.92943,0.92997,0.91861,0.92705,43722
10-22-2009,21:00:00,0.92705,0.92966,0.92003,0.92211,40430
10-25-2009,21:00:00,0.92211,0.92779,0.91261,0.91643,35436
10-26-2009,21:00:00,0.91643,0.92191,0.91223,0.9168,45326
10-27-2009,21:00:00,0.9168,0.92087,0.89631,0.89744,55486
10-28-2009,21:00:00,0.89744,0.91824,0.89442,0.9152,49278
10-29-2009,21:00:00,0.9152,0.91766,0.89801,0.9003,50917
11-01-2009,22:00:00,0.9003,0.91228,0.8908,0.90418,52197
11-02-2009,22:00:00,0.90418,0.90964,0.89167,0.90275,61420
11-03-2009,22:00:00,0.90275,0.91454,0.89557,0.91033,48691
11-04-2009,22:00:00,0.91033,0.91251,0.90256,0.91038,47559
11-05-2009,22:00:00,0.91038,0.91989,0.90928,0.91781,49851
11-08-2009,22:00:00,0.91781,0.93089,0.91781,0.92988,38676
11-09-2009,22:00:00,0.92988,0.93231,0.9256,0.93078,41443
11-10-2009,22:00:00,0.93078,0.93444,0.92721,0.93004,43281
11-11-2009,22:00:00,0.93004,0.9371,0.92121,0.92368,45054
11-12-2009,22:00:00,0.92368,0.93437,0.92246,0.93426,33350
11-15-2009,22:00:00,0.93426,0.94068,0.93171,0.93713,36786
11-16-2009,22:00:00,0.93713,0.93779,0.92376,0.93075,46086
11-17-2009,22:00:00,0.93075,0.9338,0.92666,0.92985,37286
11-18-2009,22:00:00,0.92985,0.93026,0.91323,0.91883,45150
11-19-2009,22:00:00,0.91883,0.92161,0.90612,0.91559,47645
11-22-2009,22:00:00,0.91559,0.92772,0.91135,0.92403,36587
11-23-2009,22:00:00,0.92403,0.92566,0.91321,0.91963,41532
11-24-2009,22:00:00,0.91963,0.93231,0.91933,0.93221,40488
11-25-2009,22:00:00,0.93221,0.93251,0.90953,0.91396,32069
11-26-2009,22:00:00,0.91396,0.91455,0.89475,0.90767,48156
11-29-2009,22:00:00,0.90767,0.91946,0.90767,0.91618,47431
11-30-2009,22:00:00,0.91618,0.92721,0.91061,0.92525,43791
12-01-2009,22:00:00,0.92525,0.92956,0.92321,0.92491,37840
12-02-2009,22:00:00,0.92491,0.93231,0.92321,0.92391,39297
12-03-2009,22:00:00,0.92391,0.9296,0.91091,0.91496,46017
12-06-2009,22:00:00,0.91496,0.91893,0.90536,0.91298,47601
12-07-2009,22:00:00,0.91298,0.91651,0.90213,0.90393,51897
12-08-2009,22:00:00,0.90393,0.91146,0.90161,0.90893,46577
12-09-2009,22:00:00,0.90893,0.91908,0.90818,0.91706,39853
12-10-2009,22:00:00,0.91706,0.92003,0.90916,0.91196,34484
12-13-2009,22:00:00,0.91196,0.91753,0.90551,0.91703,36786
12-14-2009,22:00:00,0.91703,0.91753,0.90346,0.90643,32589
12-15-2009,22:00:00,0.90643,0.90711,0.89561,0.90143,41740
12-16-2009,22:00:00,0.90143,0.90143,0.88471,0.88693,43117
12-17-2009,22:00:00,0.88693,0.89131,0.88108,0.89041,37405
12-20-2009,22:00:00,0.89041,0.89136,0.88061,0.88171,30097
12-21-2009,22:00:00,0.88171,0.88357,0.87512,0.87661,34354
12-22-2009,22:00:00,0.87661,0.88193,0.87348,0.88018,22088
12-23-2009,22:00:00,0.88018,0.88611,0.87824,0.88274,11063
12-27-2009,22:00:00,0.88274,0.88913,0.88274,0.88714,11097
12-28-2009,22:00:00,0.88714,0.89941,0.88576,0.89508,21609
12-29-2009,22:00:00,0.89508,0.89596,0.89021,0.89563,21477
12-30-2009,22:00:00,0.89563,0.90129,0.89312,0.8977,15307
01-03-2010,22:00:00,0.8977,0.91373,0.89394,0.91285,31654
01-04-2010,22:00:00,0.91285,0.91751,0.90931,0.91248,37094
01-05-2010,22:00:00,0.91248,0.92179,0.90982,0.92026,35519
01-06-2010,22:00:00,0.92026,0.92679,0.91601,0.91781,36410
01-07-2010,22:00:00,0.91781,0.92543,0.91241,0.92386,38453
01-10-2010,22:00:00,0.92386,0.93261,0.92386,0.92973,24324
01-11-2010,22:00:00,0.92973,0.93071,0.91716,0.92011,41591
01-12-2010,22:00:00,0.92011,0.92685,0.91901,0.92413,39059
01-13-2010,22:00:00,0.92413,0.93308,0.92174,0.93181,31929
01-14-2010,22:00:00,0.93181,0.93203,0.92159,0.9237,35670
01-17-2010,22:00:00,0.9237,0.92802,0.91751,0.92743,19318
01-18-2010,22:00:00,0.92743,0.92747,0.91761,0.92563,36425
01-19-2010,22:00:00,0.92563,0.92563,0.90731,0.91023,45361
01-20-2010,22:00:00,0.91023,0.91469,0.89971,0.90013,46585
01-21-2010,22:00:00,0.90013,0.90936,0.89838,0.90535,40574
01-24-2010,22:00:00,0.90535,0.9094,0.90155,0.90383,34879
01-25-2010,22:00:00,0.90383,0.90851,0.89382,0.89933,49167
01-26-2010,22:00:00,0.89933,0.90464,0.89113,0.8948,57704
01-27-2010,22:00:00,0.8948,0.90483,0.893,0.89553,55929
01-28-2010,22:00:00,0.89553,0.89633,0.88421,0.88426,60236
01-31-2010,22:00:00,0.88426,0.892,0.87891,0.89142,46112
02-01-2010,22:00:00,0.89142,0.89277,0.8781,0.88643,53147
02-02-2010,22:00:00,0.88643,0.89166,0.88148,0.88316,46128
02-03-2010,22:00:00,0.88316,0.88321,0.86088,0.86473,56876
02-04-2010,22:00:00,0.86473,0.87188,0.85789,0.86711,67347
02-07-2010,22:00:00,0.86711,0.87096,0.86411,0.86468,45867
02-08-2010,22:00:00,0.86468,0.8798,0.86147,0.87912,54421
02-09-2010,22:00:00,0.87912,0.87977,0.87101,0.87891,54159
02-10-2010,22:00:00,0.87891,0.89216,0.87501,0.89038,58212
02-11-2010,22:00:00,0.89038,0.89163,0.87862,0.88741,53217
02-14-2010,22:00:00,0.88741,0.89106,0.88496,0.89013,20404
02-15-2010,22:00:00,0.89013,0.90281,0.88781,0.90212,44750
02-16-2010,22:00:00,0.90212,0.90368,0.89751,0.89793,43983
02-17-2010,22:00:00,0.89793,0.90266,0.89246,0.89484,46967
02-18-2010,22:00:00,0.89484,0.899,0.88791,0.89843,51345
02-21-2010,22:00:00,0.89843,0.90248,0.89741,0.90021,34106
02-22-2010,22:00:00,0.90021,0.90715,0.88793,0.8914,46762
02-23-2010,22:00:00,0.8914,0.89413,0.88582,0.89413,32289
02-24-2010,22:00:00,0.89413,0.89532,0.88011,0.88623,59165
02-25-2010,22:00:00,0.88623,0.89794,0.88623,0.89621,54187
02-28-2010,22:00:00,0.89621,0.90161,0.89361,0.90091,48807
03-01-2010,22:00:00,0.90091,0.90601,0.89598,0.90543,55388
03-02-2010,22:00:00,0.90543,0.90863,0.90086,0.90803,47199
03-03-2010,22:00:00,0.90803,0.90803,0.89791,0.90041,45461
03-04-2010,22:00:00,0.90041,0.90942,0.89851,0.90811,33122
03-07-2010,22:00:00,0.90811,0.9134,0.90771,0.90941,32866
03-08-2010,22:00:00,0.90941,0.91481,0.90561,0.91396,41426
03-09-2010,22:00:00,0.91396,0.91933,0.91271,0.91525,40221
03-10-2010,22:00:00,0.91525,0.91705,0.9111,0.91517,41979
03-11-2010,22:00:00,0.91517,0.91951,0.91411,0.91561,36564
03-14-2010,21:00:00,0.91561,0.91789,0.90959,0.91391,33782
03-15-2010,21:00:00,0.91391,0.92108,0.91201,0.92023,29159
03-16-2010,21:00:00,0.92023,0.92526,0.91746,0.92366,39048
03-17-2010,21:00:00,0.92366,0.92436,0.9181,0.92011,34971
03-18-2010,21:00:00,0.92011,0.92251,0.91291,0.91643,47034
03-21-2010,21:00:00,0.91643,0.91846,0.90851,0.91828,42643
03-22-2010,21:00:00,0.91828,0.91989,0.91369,0.91874,35324
03-23-2010,21:00:00,0.91874,0.91976,0.90722,0.90736,45781
03-24-2010,21:00:00,0.90736,0.91414,0.90666,0.90737,45651
03-25-2010,21:00:00,0.90737,0.91171,0.90019,0.90386,41968
03-28-2010,21:00:00,0.90386,0.91796,0.90341,0.91761,36877
03-29-2010,21:00:00,0.91761,0.92161,0.91596,0.9191,31316
03-30-2010,21:00:00,0.9191,0.92076,0.91316,0.91733,41170
03-31-2010,21:00:00,0.91733,0.92176,0.91511,0.92075,35067
04-01-2010,21:00:00,0.92075,0.92147,0.91831,0.91945,10003
04-04-2010,21:00:00,0.91945,0.92212,0.91885,0.92155,13950
04-05-2010,21:00:00,0.92155,0.92894,0.9166,0.92841,41033
04-06-2010,21:00:00,0.92841,0.92984,0.92498,0.92688,34825
04-07-2010,21:00:00,0.92688,0.92911,0.9224,0.9287,34131
04-08-2010,21:00:00,0.9287,0.93431,0.92671,0.93361,33801
04-11-2010,21:00:00,0.93361,0.93911,0.92531,0.92763,33699
04-12-2010,21:00:00,0.92763,0.92949,0.92241,0.92933,35820
04-13-2010,21:00:00,0.92933,0.93614,0.92738,0.9354,37079
04-14-2010,21:00:00,0.9354,0.93648,0.93111,0.93472,32817
04-15-2010,21:00:00,0.93472,0.93547,0.92319,0.92526,43724
04-18-2010,21:00:00,0.92526,0.92526,0.91581,0.92409,39846
04-19-2010,21:00:00,0.92409,0.93249,0.92391,0.93199,33347
04-20-2010,21:00:00,0.93199,0.93387,0.92596,0.92713,39895
04-21-2010,21:00:00,0.92713,0.93051,0.92281,0.92765,42134
04-22-2010,21:00:00,0.92765,0.92783,0.91718,0.92691,44776
04-25-2010,21:00:00,0.92691,0.93127,0.9254,0.92709,32725
04-26-2010,21:00:00,0.92709,0.92872,0.91358,0.91561,48879
04-27-2010,21:00:00,0.91561,0.92662,0.91362,0.92536,68522
04-28-2010,21:00:00,0.92536,0.92945,0.92231,0.92796,43921
04-29-2010,21:00:00,0.92796,0.93248,0.92465,0.92511,46911
05-02-2010,21:00:00,0.92511,0.92757,0.92208,0.92635,31417
05-03-2010,21:00:00,0.92635,0.92731,0.90841,0.90902,60322
05-04-2010,21:00:00,0.90902,0.91186,0.90211,0.90626,72308
05-05-2010,21:00:00,0.90626,0.90938,0.87125,0.88526,91801
05-06-2010,21:00:00,0.88526,0.89388,0.88038,0.88636,111559
05-09-2010,21:00:00,0.88636,0.90792,0.88636,0.90294,72748
05-10-2010,21:00:00,0.90294,0.90362,0.89331,0.89529,71312
05-11-2010,21:00:00,0.89529,0.89808,0.88891,0.89364,66473
05-12-2010,21:00:00,0.89364,0.90269,0.89326,0.89625,65021
05-13-2010,21:00:00,0.89625,0.89741,0.88504,0.88575,73623
05-16-2010,21:00:00,0.88575,0.88637,0.86864,0.87751,91353
05-17-2010,21:00:00,0.87751,0.87896,0.86261,0.86471,88805
05-18-2010,21:00:00,0.86471,0.86471,0.83573,0.84711,103401
05-19-2010,21:00:00,0.84711,0.84998,0.81518,0.8177,112441
05-20-2010,21:00:00,0.8177,0.8368,0.80739,0.83167,94517
05-23-2010,21:00:00,0.83167,0.83586,0.81863,0.82668,83855
05-24-2010,21:00:00,0.82668,0.82794,0.80666,0.82785,103483
05-25-2010,21:00:00,0.82785,0.83908,0.8189,0.82162,80491
05-26-2010,21:00:00,0.82162,0.85299,0.82024,0.8515,73404
05-27-2010,21:00:00,0.8515,0.8552,0.84295,0.84642,62605
05-30-2010,21:00:00,0.84642,0.85151,0.83829,0.84599,28691
05-31-2010,21:00:00,0.84599,0.84766,0.82798,0.83087,85568
06-01-2010,21:00:00,0.83087,0.84219,0.82735,0.84175,77577
06-02-2010,21:00:00,0.84175,0.85209,0.83622,0.84454,71288
06-03-2010,21:00:00,0.84454,0.8475,0.82109,0.82193,72968
06-06-2010,21:00:00,0.82193,0.8226,0.80939,0.81024,77319
06-07-2010,21:00:00,0.81024,0.82836,0.80799,0.82727,92814
06-08-2010,21:00:00,0.82727,0.83561,0.81922,0.82773,69508
06-09-2010,21:00:00,0.82773,0.8507,0.82598,0.84996,76348
06-10-2010,21:00:00,0.84996,0.85044,0.84235,0.84999,62647
06-13-2010,21:00:00,0.84999,0.86652,0.84999,0.85822,51015
06-14-2010,21:00:00,0.85822,0.86589,0.85035,0.86526,60716
06-15-2010,21:00:00,0.86526,0.8672,0.85793,0.8639,57321
06-16-2010,21:00:00,0.8639,0.86839,0.85802,0.8683,60227
06-17-2010,21:00:00,0.8683,0.8711,0.86497,0.87005,81469
06-20-2010,21:00:00,0.87005,0.88596,0.87005,0.87662,57741
06-21-2010,21:00:00,0.87662,0.88336,0.87141,0.87184,64582
06-22-2010,21:00:00,0.87184,0.87811,0.86615,0.87407,73510
06-23-2010,21:00:00,0.87407,0.87712,0.86413,0.86678,64805
06-24-2010,21:00:00,0.86678,0.87591,0.8596,0.87536,63747
06-27-2010,21:00:00,0.87536,0.87778,0.87079,0.87234,50552
06-28-2010,21:00:00,0.87234,0.87235,0.84726,0.84896,67620
06-29-2010,21:00:00,0.84896,0.85664,0.84031,0.8409,64948
06-30-2010,21:00:00,0.8409,0.84491,0.83163,0.84331,82049
07-01-2010,21:00:00,0.84331,0.8511,0.84029,0.84261,66636
07-04-2010,21:00:00,0.84261,0.84679,0.8371,0.83993,27207
07-05-2010,21:00:00,0.83993,0.856,0.83176,0.8528,61170
07-06-2010,21:00:00,0.8528,0.86639,0.84496,0.86434,56944
07-07-2010,21:00:00,0.86434,0.87914,0.86226,0.87742,56798
07-08-2010,21:00:00,0.87742,0.87823,0.8728,0.87785,45908
07-11-2010,21:00:00,0.87785,0.8791,0.87021,0.87595,45858
07-12-2010,21:00:00,0.87595,0.88418,0.86829,0.88316,59888
07-13-2010,21:00:00,0.88316,0.88716,0.87861,0.88513,59047
07-14-2010,21:00:00,0.88513,0.88554,0.87274,0.88454,75399
07-15-2010,21:00:00,0.88454,0.88466,0.86824,0.87021,63951
07-18-2010,21:00:00,0.87021,0.87193,0.86337,0.86846,56917
07-19-2010,21:00:00,0.86846,0.88463,0.86679,0.884,67274
07-20-2010,21:00:00,0.884,0.88593,0.87632,0.87818,62768
07-21-2010,21:00:00,0.87818,0.89531,0.87373,0.89336,71415
07-22-2010,21:00:00,0.89336,0.89712,0.88966,0.89671,72838
07-25-2010,21:00:00,0.89671,0.90361,0.89303,0.90264,71261
07-26-2010,21:00:00,0.90264,0.90692,0.90004,0.90246,65198
07-27-2010,21:00:00,0.90246,0.90261,0.89081,0.89361,76659
07-28-2010,21:00:00,0.89361,0.90434,0.89065,0.90045,71510
07-29-2010,21:00:00,0.90045,0.9067,0.89653,0.90455,72911
08-01-2010,21:00:00,0.90455,0.9146,0.90455,0.91376,60439
08-02-2010,21:00:00,0.91376,0.91499,0.90708,0.91276,56239
08-03-2010,21:00:00,0.91276,0.91837,0.90952,0.91671,55426
08-04-2010,21:00:00,0.91671,0.91755,0.91169,0.91575,46763
08-05-2010,21:00:00,0.91575,0.92223,0.91356,0.91899,51431
08-08-2010,21:00:00,0.91899,0.9206,0.91541,0.91653,43833
08-09-2010,21:00:00,0.91653,0.91673,0.90586,0.91365,59511
08-10-2010,21:00:00,0.91365,0.91415,0.89683,0.89709,70664
08-11-2010,21:00:00,0.89709,0.90085,0.89144,0.89634,72523
08-12-2010,21:00:00,0.89634,0.90356,0.89229,0.89237,58481
08-15-2010,21:00:00,0.89237,0.89949,0.886,0.89848,68595
08-16-2010,21:00:00,0.89848,0.90799,0.8946,0.90538,53350
08-17-2010,21:00:00,0.90538,0.90595,0.89729,0.89835,55280
08-18-2010,21:00:00,0.89835,0.90185,0.89059,0.89274,60834
08-19-2010,21:00:00,0.89274,0.89328,0.88413,0.89229,61200
08-22-2010,21:00:00,0.89229,0.89832,0.886,0.89136,48195
08-23-2010,21:00:00,0.89136,0.89162,0.87968,0.88166,66303
08-24-2010,21:00:00,0.88166,0.8895,0.87711,0.88406,65524
08-25-2010,21:00:00,0.88406,0.89183,0.88319,0.8864,60137
08-26-2010,21:00:00,0.8864,0.89995,0.8846,0.89894,57366
08-29-2010,21:00:00,0.89894,0.9031,0.89179,0.89188,40364
08-30-2010,21:00:00,0.89188,0.8957,0.88612,0.89066,65154
08-31-2010,21:00:00,0.89066,0.91171,0.89016,0.91171,59383
09-01-2010,21:00:00,0.91171,0.91215,0.90549,0.91106,49251
09-02-2010,21:00:00,0.91106,0.91763,0.90667,0.91676,47316
09-05-2010,21:00:00,0.91676,0.91814,0.91465,0.91769,26992
09-06-2010,21:00:00,0.91769,0.91786,0.90926,0.91069,59138
09-07-2010,21:00:00,0.91069,0.9194,0.90981,0.91827,56558
09-08-2010,21:00:00,0.91827,0.92779,0.91711,0.92306,51731
09-09-2010,21:00:00,0.92306,0.92693,0.9206,0.92675,44822
09-12-2010,21:00:00,0.92675,0.93629,0.92675,0.93596,40713
09-13-2010,21:00:00,0.93596,0.94575,0.9314,0.93971,54070
09-14-2010,21:00:00,0.93971,0.9431,0.9343,0.93823,59542
09-15-2010,21:00:00,0.93823,0.93957,0.93307,0.93693,52136
09-16-2010,21:00:00,0.93693,0.94688,0.9351,0.9361,53380
09-19-2010,21:00:00,0.9361,0.94945,0.9361,0.94731,40804
09-20-2010,21:00:00,0.94731,0.95646,0.94425,0.95526,49561
09-21-2010,21:00:00,0.95526,0.96003,0.95091,0.95681,60328
09-22-2010,21:00:00,0.95681,0.95751,0.94676,0.94906,65061
09-23-2010,21:00:00,0.94906,0.96155,0.9463,0.95967,58469
09-26-2010,21:00:00,0.95967,0.96447,0.95739,0.961,53931
09-27-2010,21:00:00,0.961,0.9687,0.95596,0.96757,57554
09-28-2010,21:00:00,0.96757,0.97299,0.96589,0.96955,62649
09-29-2010,21:00:00,0.96955,0.97339,0.96248,0.96718,75361
09-30-2010,21:00:00,0.96718,0.97505,0.96367,0.9729,60449
10-03-2010,21:00:00,0.9729,0.97325,0.9653,0.9683,68631
10-04-2010,21:00:00,0.9683,0.97264,0.95416,0.97175,89166
10-05-2010,21:00:00,0.97175,0.97918,0.96939,0.97738,81640
10-06-2010,21:00:00,0.97738,0.99178,0.9757,0.98248,87638
10-07-2010,21:00:00,0.98248,0.98729,0.9709,0.98591,87963
10-10-2010,21:00:00,0.98591,0.9907,0.98223,0.98385,60959
10-11-2010,21:00:00,0.98385,0.98776,0.97669,0.98619,98667
10-12-2010,21:00:00,0.98619,0.99372,0.98341,0.99051,76056
10-13-2010,21:00:00,0.99051,0.99944,0.98925,0.9942,91939
10-14-2010,21:00:00,0.9942,1.00038,0.9863,0.98931,98966
10-17-2010,21:00:00,0.98931,0.9945,0.98011,0.989,79740
10-18-2010,21:00:00,0.989,0.99607,0.96623,0.96869,125304
10-19-2010,21:00:00,0.96869,0.98904,0.9664,0.98716,112922
10-20-2010,21:00:00,0.98716,0.98919,0.97429,0.97731,107117
10-21-2010,21:00:00,0.97731,0.98545,0.97585,0.98145,74434
