"Date","Time","Open","High","Low","Close","Total Ticks"
03-26-2009,21:00:00,1.23084,1.24474,1.22671,1.23749,26796
03-29-2009,21:00:00,1.23749,1.26493,1.23749,1.26281,28057
03-30-2009,21:00:00,1.26281,1.26549,1.25036,1.26056,35298
03-31-2009,21:00:00,1.26056,1.27174,1.25776,1.26041,33490
04-01-2009,21:00:00,1.26041,1.26129,1.23381,1.23819,39805
04-02-2009,21:00:00,1.23819,1.24571,1.22977,1.23051,30538
04-05-2009,21:00:00,1.23051,1.24427,1.22264,1.23869,31581
04-06-2009,21:00:00,1.23869,1.24859,1.23319,1.23764,32812
04-07-2009,21:00:00,1.23764,1.2468,1.23095,1.23682,30975
04-08-2009,21:00:00,1.23682,1.24048,1.22127,1.22407,30870
04-09-2009,21:00:00,1.22407,1.23001,1.22359,1.22822,3226
04-12-2009,21:00:00,1.22822,1.2301,1.21671,1.22022,20568
04-13-2009,21:00:00,1.22022,1.22442,1.20642,1.21567,31261
04-14-2009,21:00:00,1.21567,1.21881,1.20151,1.20386,35648
04-15-2009,21:00:00,1.20386,1.21488,1.19844,1.20781,31651
04-16-2009,21:00:00,1.20781,1.21795,1.20771,1.21514,32542
04-19-2009,21:00:00,1.21514,1.23991,1.21259,1.23951,32513
04-20-2009,21:00:00,1.23951,1.25071,1.23276,1.23626,41147
04-21-2009,21:00:00,1.23626,1.24768,1.23284,1.24016,43132
04-22-2009,21:00:00,1.24016,1.24198,1.22286,1.22322,34386
04-23-2009,21:00:00,1.22322,1.22727,1.20744,1.20981,33648
04-26-2009,21:00:00,1.20981,1.22186,1.20778,1.22126,30137
04-27-2009,21:00:00,1.22126,1.22686,1.21651,1.21994,34554
04-28-2009,21:00:00,1.21994,1.22209,1.19924,1.20291,35028
04-29-2009,21:00:00,1.20291,1.20523,1.18611,1.19296,49414
04-30-2009,21:00:00,1.19296,1.19538,1.18332,1.18591,28165
05-03-2009,21:00:00,1.18591,1.19009,1.17265,1.17296,27676
05-04-2009,21:00:00,1.17296,1.17924,1.16788,1.17539,36814
05-05-2009,21:00:00,1.17539,1.18268,1.16549,1.16621,35109
05-06-2009,21:00:00,1.16621,1.17667,1.16314,1.17046,37954
05-07-2009,21:00:00,1.17046,1.1735,1.14946,1.14956,31096
05-10-2009,21:00:00,1.14956,1.16751,1.14777,1.16751,30248
05-11-2009,21:00:00,1.16751,1.16988,1.15411,1.16306,31939
05-12-2009,21:00:00,1.16306,1.1779,1.15546,1.17466,40816
05-13-2009,21:00:00,1.17466,1.17911,1.16851,1.16966,38864
05-14-2009,21:00:00,1.16966,1.18079,1.16494,1.17956,39342
05-17-2009,21:00:00,1.17956,1.18154,1.16081,1.16406,31424
05-18-2009,21:00:00,1.16406,1.16635,1.1524,1.15657,34339
05-19-2009,21:00:00,1.15657,1.15875,1.13643,1.14226,45097
05-20-2009,21:00:00,1.14226,1.14833,1.13496,1.13736,41647
05-21-2009,21:00:00,1.13736,1.14076,1.11904,1.12046,42362
05-24-2009,21:00:00,1.12046,1.12816,1.11991,1.12446,10281
05-25-2009,21:00:00,1.12446,1.13581,1.11636,1.11716,31375
05-26-2009,21:00:00,1.11716,1.12198,1.10999,1.12176,38765
05-27-2009,21:00:00,1.12176,1.12602,1.1108,1.11391,55253
05-28-2009,21:00:00,1.11391,1.11603,1.08982,1.09204,41620
05-31-2009,21:00:00,1.09204,1.09505,1.07867,1.0947,47164
06-01-2009,21:00:00,1.0947,1.09751,1.07934,1.0818,48400
06-02-2009,21:00:00,1.0818,1.11192,1.07973,1.11085,59520
06-03-2009,21:00:00,1.11085,1.11615,1.09285,1.09765,64876
06-04-2009,21:00:00,1.09765,1.12053,1.09627,1.11927,54026
06-07-2009,21:00:00,1.11927,1.12915,1.11406,1.11658,47545
06-08-2009,21:00:00,1.11658,1.11971,1.09833,1.10488,44329
06-09-2009,21:00:00,1.10488,1.11651,1.09423,1.10933,41539
06-10-2009,21:00:00,1.10933,1.11013,1.09501,1.10255,38660
06-11-2009,21:00:00,1.10255,1.1249,1.10102,1.11791,33264
06-14-2009,21:00:00,1.11791,1.13776,1.11791,1.13413,32547
06-15-2009,21:00:00,1.13413,1.13748,1.12226,1.13613,30817
06-16-2009,21:00:00,1.13613,1.14498,1.12775,1.13223,35401
06-17-2009,21:00:00,1.13223,1.13658,1.12341,1.13288,32135
06-18-2009,21:00:00,1.13288,1.13651,1.12516,1.13521,22933
06-21-2009,21:00:00,1.13521,1.15571,1.1338,1.15543,29250
06-22-2009,21:00:00,1.15543,1.15845,1.14656,1.14996,34450
06-23-2009,21:00:00,1.14996,1.15823,1.14191,1.15818,35483
06-24-2009,21:00:00,1.15818,1.16398,1.15263,1.15568,35692
06-25-2009,21:00:00,1.15568,1.15665,1.14461,1.15416,23475
06-28-2009,21:00:00,1.15416,1.16016,1.15096,1.15683,19137
06-29-2009,21:00:00,1.15683,1.16406,1.15111,1.16288,27922
06-30-2009,21:00:00,1.16288,1.16571,1.14391,1.15013,21832
07-01-2009,21:00:00,1.15013,1.16373,1.14725,1.16363,29453
07-02-2009,21:00:00,1.16363,1.16403,1.1563,1.16214,19024
07-05-2009,21:00:00,1.16214,1.16827,1.15879,1.16058,26950
07-06-2009,21:00:00,1.16058,1.16748,1.15444,1.16664,35712
07-07-2009,21:00:00,1.16664,1.17264,1.15884,1.16798,31738
07-08-2009,21:00:00,1.16798,1.16858,1.15489,1.16288,35259
07-09-2009,21:00:00,1.16288,1.16773,1.15997,1.16464,36288
07-12-2009,21:00:00,1.16464,1.16726,1.15097,1.15103,43368
07-13-2009,21:00:00,1.15103,1.15337,1.13232,1.13338,50221
07-14-2009,21:00:00,1.13338,1.13506,1.11188,1.11303,39204
07-15-2009,21:00:00,1.11303,1.12272,1.11247,1.11758,38062
07-16-2009,21:00:00,1.11758,1.12023,1.11311,1.11622,34001
07-19-2009,21:00:00,1.11622,1.11748,1.10203,1.10668,30082
07-20-2009,21:00:00,1.10668,1.11162,1.09658,1.10443,39551
07-21-2009,21:00:00,1.10443,1.10903,1.09507,1.10013,40369
07-22-2009,21:00:00,1.10013,1.10126,1.08423,1.08958,38112
07-23-2009,21:00:00,1.08958,1.09257,1.07953,1.08259,33756
07-26-2009,21:00:00,1.08259,1.08812,1.07797,1.08178,25646
07-27-2009,21:00:00,1.08178,1.09076,1.07511,1.08198,37151
07-28-2009,21:00:00,1.08198,1.09353,1.07952,1.09008,47116
07-29-2009,21:00:00,1.09008,1.09145,1.08059,1.08398,40350
07-30-2009,21:00:00,1.08398,1.08586,1.07652,1.07758,40720
08-02-2009,21:00:00,1.07758,1.07952,1.0644,1.06648,36007
08-03-2009,21:00:00,1.06648,1.07678,1.06333,1.07308,39975
08-04-2009,21:00:00,1.07308,1.07852,1.06795,1.07098,38731
08-05-2009,21:00:00,1.07098,1.08004,1.06773,1.07813,39618
08-06-2009,21:00:00,1.07813,1.08677,1.07583,1.08253,39460
08-09-2009,21:00:00,1.08253,1.09297,1.07965,1.08912,37200
08-10-2009,21:00:00,1.08912,1.10475,1.08671,1.10276,42090
08-11-2009,21:00:00,1.10276,1.10771,1.08493,1.08946,48622
08-12-2009,21:00:00,1.08946,1.09103,1.07913,1.08665,49710
08-13-2009,21:00:00,1.08665,1.10243,1.08145,1.09997,40179
08-16-2009,21:00:00,1.09997,1.11268,1.09942,1.10822,47163
08-17-2009,21:00:00,1.10822,1.11078,1.10033,1.10145,43698
08-18-2009,21:00:00,1.10145,1.11139,1.09429,1.09545,46627
08-19-2009,21:00:00,1.09545,1.09967,1.0865,1.08794,40374
08-20-2009,21:00:00,1.08794,1.09452,1.0763,1.08199,44101
08-23-2009,21:00:00,1.08199,1.08277,1.07274,1.07632,39699
08-24-2009,21:00:00,1.07632,1.08708,1.07193,1.08692,45202
08-25-2009,21:00:00,1.08692,1.10013,1.08322,1.09783,45739
08-26-2009,21:00:00,1.09783,1.10222,1.08332,1.0882,46034
08-27-2009,21:00:00,1.0882,1.09375,1.0792,1.09191,42830
08-30-2009,21:00:00,1.09191,1.10932,1.0896,1.09383,36237
08-31-2009,21:00:00,1.09383,1.10691,1.08723,1.10388,55489
09-01-2009,21:00:00,1.10388,1.11038,1.10075,1.10534,48735
09-02-2009,21:00:00,1.10534,1.10757,1.09673,1.10212,46226
09-03-2009,21:00:00,1.10212,1.10393,1.08233,1.08713,40765
09-06-2009,21:00:00,1.08713,1.08748,1.07415,1.07778,16425
09-07-2009,21:00:00,1.07778,1.08242,1.0674,1.07988,45014
09-08-2009,21:00:00,1.07988,1.08372,1.07471,1.07903,45480
09-09-2009,21:00:00,1.07903,1.08808,1.0772,1.07745,46941
09-10-2009,21:00:00,1.07745,1.07941,1.07164,1.07858,43269
09-13-2009,21:00:00,1.07858,1.09273,1.07713,1.08298,38919
09-14-2009,21:00:00,1.08298,1.08722,1.07128,1.07248,44928
09-15-2009,21:00:00,1.07248,1.07383,1.06452,1.06642,47628
09-16-2009,21:00:00,1.06642,1.06792,1.05923,1.06499,45055
09-17-2009,21:00:00,1.06499,1.07703,1.06475,1.06978,40013
09-20-2009,21:00:00,1.07088,1.08547,1.06807,1.07978,40857
09-21-2009,21:00:00,1.07978,1.07978,1.06613,1.06963,39533
09-22-2009,21:00:00,1.06963,1.0778,1.0665,1.07493,41868
09-23-2009,21:00:00,1.07493,1.09483,1.07079,1.08953,57230
09-24-2009,21:00:00,1.08953,1.09842,1.08613,1.09173,60146
09-27-2009,21:00:00,1.09193,1.09943,1.08338,1.08543,32641
09-28-2009,21:00:00,1.08543,1.09246,1.07953,1.08513,42119
09-29-2009,21:00:00,1.08513,1.08552,1.06725,1.07003,60550
09-30-2009,21:00:00,1.07003,1.08472,1.0674,1.08423,54901
10-01-2009,21:00:00,1.08423,1.09606,1.07903,1.08277,51639
10-04-2009,21:00:00,1.08277,1.08277,1.0694,1.07053,32811
10-05-2009,21:00:00,1.07053,1.07173,1.05483,1.05973,47917
10-06-2009,21:00:00,1.05973,1.06503,1.0529,1.06163,45116
10-07-2009,21:00:00,1.06163,1.06326,1.0507,1.05223,44850
10-08-2009,21:00:00,1.05223,1.05537,1.04123,1.04465,47664
10-11-2009,21:00:00,1.04465,1.04549,1.03188,1.03533,32570
10-12-2009,21:00:00,1.03533,1.03765,1.02675,1.03243,54961
10-13-2009,21:00:00,1.03243,1.03277,1.02403,1.02408,53819
10-14-2009,21:00:00,1.02408,1.03728,1.02079,1.03428,59729
10-15-2009,21:00:00,1.03428,1.04366,1.02913,1.03775,57366
10-18-2009,21:00:00,1.03775,1.04242,1.02803,1.02893,45012
10-19-2009,21:00:00,1.02893,1.05282,1.02673,1.04988,52594
10-20-2009,21:00:00,1.04988,1.05847,1.03794,1.04348,59921
10-21-2009,21:00:00,1.04348,1.05462,1.04197,1.04793,59396
10-22-2009,21:00:00,1.04793,1.05468,1.045,1.05259,52571
10-25-2009,21:00:00,1.05259,1.06998,1.05042,1.06958,50397
10-26-2009,21:00:00,1.06958,1.0718,1.06283,1.06553,63731
10-27-2009,21:00:00,1.06553,1.08168,1.06387,1.08163,60815
10-28-2009,21:00:00,1.08163,1.08224,1.0656,1.06698,56392
10-29-2009,21:00:00,1.06698,1.08391,1.0654,1.08189,61785
11-01-2009,22:00:00,1.08189,1.08713,1.07149,1.07733,56108
11-02-2009,22:00:00,1.07733,1.08539,1.0657,1.06668,59902
11-03-2009,22:00:00,1.06668,1.06883,1.05972,1.06323,45978
11-04-2009,22:00:00,1.06323,1.06837,1.0606,1.06548,41998
11-05-2009,22:00:00,1.06548,1.07819,1.06107,1.07529,44982
11-08-2009,22:00:00,1.07529,1.07529,1.05435,1.05608,34497
11-09-2009,22:00:00,1.05608,1.06102,1.04845,1.05013,31758
11-10-2009,22:00:00,1.05013,1.05058,1.04335,1.04533,33140
11-11-2009,22:00:00,1.04533,1.05782,1.04181,1.05623,37153
11-12-2009,22:00:00,1.05623,1.05692,1.04735,1.05043,31019
11-15-2009,22:00:00,1.05043,1.05473,1.04273,1.04793,33709
11-16-2009,22:00:00,1.04793,1.06197,1.04666,1.05143,45661
11-17-2009,22:00:00,1.05143,1.0584,1.04512,1.05513,40130
11-18-2009,22:00:00,1.05513,1.06902,1.05468,1.06403,43688
11-19-2009,22:00:00,1.06403,1.07333,1.06167,1.06999,43658
11-22-2009,22:00:00,1.06999,1.07162,1.05405,1.05603,36174
11-23-2009,22:00:00,1.05603,1.06447,1.05557,1.05853,40342
11-24-2009,22:00:00,1.05853,1.05857,1.04518,1.04547,44123
11-25-2009,22:00:00,1.04547,1.0623,1.04523,1.05953,24685
11-26-2009,22:00:00,1.05953,1.07513,1.05891,1.06164,47190
11-29-2009,22:00:00,1.06164,1.06303,1.05343,1.05628,49069
11-30-2009,22:00:00,1.05628,1.05807,1.04073,1.04658,42284
12-01-2009,22:00:00,1.04658,1.05173,1.04326,1.0515,39372
12-02-2009,22:00:00,1.0515,1.0585,1.04634,1.05746,41623
12-03-2009,22:00:00,1.05746,1.05972,1.0436,1.05768,50073
12-06-2009,22:00:00,1.05768,1.06512,1.04833,1.05183,43302
12-07-2009,22:00:00,1.05183,1.06719,1.04892,1.06443,43017
12-08-2009,22:00:00,1.06443,1.06637,1.05163,1.05513,41370
12-09-2009,22:00:00,1.05513,1.05842,1.04803,1.05228,33245
12-10-2009,22:00:00,1.05228,1.06237,1.04857,1.05969,33459
12-13-2009,22:00:00,1.05969,1.06636,1.05692,1.05928,35057
12-14-2009,22:00:00,1.05928,1.06532,1.05547,1.06163,36837
12-15-2009,22:00:00,1.06163,1.06446,1.0572,1.06183,39181
12-16-2009,22:00:00,1.06183,1.07463,1.06117,1.07158,39752
12-17-2009,22:00:00,1.07158,1.07283,1.06293,1.06641,36018
12-20-2009,22:00:00,1.06641,1.06997,1.05379,1.06242,27843
12-21-2009,22:00:00,1.06242,1.06367,1.05425,1.05747,31277
12-22-2009,22:00:00,1.05747,1.05807,1.04713,1.04884,22008
12-23-2009,22:00:00,1.04884,1.04976,1.04488,1.04879,11301
12-27-2009,22:00:00,1.04879,1.05032,1.042,1.04296,12512
12-28-2009,22:00:00,1.04296,1.04472,1.03676,1.04354,23524
12-29-2009,22:00:00,1.04354,1.0579,1.04284,1.05542,26654
12-30-2009,22:00:00,1.05542,1.05623,1.04603,1.04658,13190
01-03-2010,22:00:00,1.04658,1.05277,1.03526,1.04218,30751
01-04-2010,22:00:00,1.04218,1.04238,1.03373,1.03909,37183
01-05-2010,22:00:00,1.03909,1.04122,1.03135,1.03249,35673
01-06-2010,22:00:00,1.03249,1.03746,1.02923,1.03444,39112
01-07-2010,22:00:00,1.03444,1.03853,1.02956,1.03096,40705
01-10-2010,22:00:00,1.03096,1.03453,1.0254,1.03381,25093
01-11-2010,22:00:00,1.03381,1.04151,1.03145,1.03889,37082
01-12-2010,22:00:00,1.03889,1.04146,1.029,1.03223,36677
01-13-2010,22:00:00,1.03223,1.03238,1.02255,1.02348,31774
01-14-2010,22:00:00,1.02348,1.03149,1.02341,1.02946,34652
01-17-2010,22:00:00,1.02946,1.03167,1.02493,1.02556,14974
01-18-2010,22:00:00,1.02556,1.0349,1.02497,1.0294,35375
01-19-2010,22:00:00,1.0294,1.04902,1.0294,1.04659,44074
01-20-2010,22:00:00,1.04659,1.05261,1.04407,1.05192,40630
01-21-2010,22:00:00,1.05192,1.06037,1.0465,1.05585,35894
01-24-2010,22:00:00,1.05585,1.06143,1.05334,1.05786,31518
01-25-2010,22:00:00,1.05786,1.06933,1.05473,1.0631,46185
01-26-2010,22:00:00,1.0631,1.06895,1.06102,1.06447,47073
01-27-2010,22:00:00,1.06447,1.06715,1.05578,1.06652,49387
01-28-2010,22:00:00,1.06652,1.06972,1.06243,1.0694,44995
01-31-2010,22:00:00,1.0694,1.0723,1.06108,1.06119,37301
02-01-2010,22:00:00,1.06119,1.06424,1.05663,1.05733,39782
02-02-2010,22:00:00,1.05733,1.06366,1.05465,1.06262,39929
02-03-2010,22:00:00,1.06262,1.07527,1.05985,1.07336,46854
02-04-2010,22:00:00,1.07336,1.07818,1.06445,1.07016,60281
02-07-2010,22:00:00,1.07016,1.07568,1.06583,1.07567,44094
02-08-2010,22:00:00,1.07567,1.07767,1.0646,1.06635,52227
02-09-2010,22:00:00,1.06635,1.07087,1.0598,1.06287,52208
02-10-2010,22:00:00,1.06287,1.06333,1.04803,1.05037,51908
02-11-2010,22:00:00,1.05037,1.05803,1.04895,1.05169,49778
02-14-2010,22:00:00,1.05169,1.05342,1.04639,1.04941,19728
02-15-2010,22:00:00,1.04941,1.05013,1.04108,1.04415,37162
02-16-2010,22:00:00,1.04415,1.04723,1.04123,1.04705,36617
02-17-2010,22:00:00,1.04705,1.0499,1.03983,1.04674,40929
02-18-2010,22:00:00,1.04674,1.05313,1.03895,1.04056,44481
02-21-2010,22:00:00,1.04056,1.04423,1.03716,1.04315,27456
02-22-2010,22:00:00,1.04315,1.05808,1.03833,1.05686,37266
02-23-2010,22:00:00,1.05686,1.05686,1.05133,1.05381,26136
02-24-2010,22:00:00,1.05381,1.06812,1.05156,1.06439,46554
02-25-2010,22:00:00,1.06439,1.06439,1.05133,1.05229,44044
02-28-2010,22:00:00,1.05229,1.05746,1.04122,1.04145,45606
03-01-2010,22:00:00,1.04145,1.04451,1.03096,1.03443,50795
03-02-2010,22:00:00,1.03443,1.03672,1.02749,1.03204,41989
03-03-2010,22:00:00,1.03204,1.03407,1.02713,1.03191,43829
03-04-2010,22:00:00,1.03191,1.03363,1.02621,1.03066,25285
03-07-2010,22:00:00,1.03066,1.03066,1.0252,1.02747,34060
03-08-2010,22:00:00,1.02747,1.03212,1.0237,1.02636,37621
03-09-2010,22:00:00,1.02636,1.0293,1.02177,1.02514,32575
03-10-2010,22:00:00,1.02514,1.03232,1.02302,1.02437,34256
03-11-2010,22:00:00,1.02437,1.02529,1.01559,1.01829,29209
03-14-2010,21:00:00,1.01829,1.02332,1.01651,1.01928,30373
03-15-2010,21:00:00,1.01928,1.02042,1.01372,1.01373,25329
03-16-2010,21:00:00,1.01373,1.01477,1.00715,1.01036,26554
03-17-2010,21:00:00,1.01036,1.01533,1.00903,1.0146,24383
03-18-2010,21:00:00,1.0146,1.01898,1.0063,1.01668,28855
03-21-2010,21:00:00,1.01668,1.02444,1.01488,1.01902,27283
03-22-2010,21:00:00,1.01902,1.02303,1.01523,1.01612,24771
03-23-2010,21:00:00,1.01612,1.0283,1.01572,1.02604,35162
03-24-2010,21:00:00,1.02604,1.02712,1.01713,1.02411,32485
03-25-2010,21:00:00,1.02411,1.03041,1.02073,1.02659,34005
03-28-2010,21:00:00,1.02659,1.02754,1.0178,1.02113,24245
03-29-2010,21:00:00,1.02113,1.02242,1.01583,1.02023,24273
03-30-2010,21:00:00,1.02023,1.02056,1.01312,1.01562,30713
03-31-2010,21:00:00,1.01562,1.01648,1.00678,1.00872,25835
04-01-2010,21:00:00,1.00872,1.01313,1.00808,1.01095,8250
04-04-2010,21:00:00,1.01095,1.01095,1.00113,1.00202,15030
04-05-2010,21:00:00,1.00202,1.00488,0.99887,1.00195,24649
04-06-2010,21:00:00,1.00195,1.0061,0.99792,1.00604,29179
04-07-2010,21:00:00,1.00604,1.01062,1.00193,1.0022,25397
04-08-2010,21:00:00,1.0022,1.0084,0.99921,1.00376,25673
04-11-2010,21:00:00,1.00376,1.00897,1.00121,1.00293,24261
04-12-2010,21:00:00,1.00293,1.00668,1.00062,1.00115,22793
04-13-2010,21:00:00,1.00115,1.00218,0.99543,0.9991,27522
04-14-2010,21:00:00,0.9991,1.00372,0.99647,1.00208,26559
04-15-2010,21:00:00,1.00208,1.01653,1.00043,1.01346,34956
04-18-2010,21:00:00,1.01346,1.02167,1.01346,1.01484,29245
04-19-2010,21:00:00,1.01484,1.01657,0.99713,0.99902,29706
04-20-2010,21:00:00,0.99902,1.00147,0.9932,0.99982,33798
04-21-2010,21:00:00,0.99982,1.00403,0.99613,1.00052,33059
04-22-2010,21:00:00,1.00052,1.0066,0.99693,0.99933,34708
04-25-2010,21:00:00,0.99933,1.00242,0.99716,1.00118,27478
04-26-2010,21:00:00,1.00118,1.01819,1.00019,1.01774,39812
04-27-2010,21:00:00,1.01774,1.0198,1.00746,1.00956,58011
04-28-2010,21:00:00,1.00956,1.01147,1.00142,1.00497,43610
04-29-2010,21:00:00,1.00497,1.0179,1.00172,1.01622,45222
05-02-2010,21:00:00,1.01622,1.01871,1.01012,1.01092,30756
05-03-2010,21:00:00,1.01092,1.02582,1.01049,1.02445,50442
05-04-2010,21:00:00,1.02445,1.03558,1.02327,1.03083,60345
05-05-2010,21:00:00,1.03083,1.07512,1.02832,1.05243,87338
05-06-2010,21:00:00,1.05243,1.05719,1.03396,1.04382,90572
05-09-2010,21:00:00,1.04382,1.04382,1.02108,1.0233,73561
05-10-2010,21:00:00,1.0233,1.02896,1.01499,1.02193,71492
05-11-2010,21:00:00,1.02193,1.02484,1.0154,1.01968,55109
05-12-2010,21:00:00,1.01968,1.02092,1.01114,1.02016,54982
05-13-2010,21:00:00,1.02016,1.03789,1.01977,1.0316,59870
05-16-2010,21:00:00,1.0316,1.04402,1.0316,1.03277,76021
05-17-2010,21:00:00,1.03277,1.04124,1.02471,1.03937,73726
05-18-2010,21:00:00,1.03937,1.05392,1.03856,1.04378,83423
05-19-2010,21:00:00,1.04378,1.07204,1.04057,1.07107,89287
05-20-2010,21:00:00,1.07107,1.07521,1.05528,1.05973,71354
05-23-2010,21:00:00,1.05973,1.06628,1.05354,1.06276,70124
05-24-2010,21:00:00,1.06276,1.08554,1.06161,1.06749,93098
05-25-2010,21:00:00,1.06749,1.07459,1.05814,1.07127,61224
05-26-2010,21:00:00,1.07127,1.07205,1.04824,1.0485,58650
05-27-2010,21:00:00,1.0485,1.05462,1.04444,1.05278,53623
05-30-2010,21:00:00,1.05278,1.05549,1.0414,1.04472,25347
05-31-2010,21:00:00,1.04472,1.05609,1.04194,1.05476,81389
06-01-2010,21:00:00,1.05476,1.057,1.03698,1.03797,79467
06-02-2010,21:00:00,1.03797,1.04607,1.03321,1.04,67878
06-03-2010,21:00:00,1.04,1.06235,1.03422,1.06028,72659
06-06-2010,21:00:00,1.06028,1.06763,1.05135,1.06046,71425
06-07-2010,21:00:00,1.06046,1.06151,1.04676,1.04676,80054
06-08-2010,21:00:00,1.04676,1.05137,1.03621,1.04414,64013
06-09-2010,21:00:00,1.04414,1.04501,1.02851,1.02982,72239
06-10-2010,21:00:00,1.02982,1.03875,1.02704,1.03366,69553
06-13-2010,21:00:00,1.03366,1.0347,1.02222,1.03363,42691
06-14-2010,21:00:00,1.03363,1.03592,1.0239,1.02518,67725
06-15-2010,21:00:00,1.02518,1.03221,1.02222,1.02395,49879
06-16-2010,21:00:00,1.02395,1.03358,1.02219,1.02749,55979
06-17-2010,21:00:00,1.02749,1.03106,1.02046,1.02135,264333
06-20-2010,21:00:00,1.02135,1.02615,1.01388,1.02445,52911
06-21-2010,21:00:00,1.02445,1.02964,1.01824,1.02903,55157
06-22-2010,21:00:00,1.02903,1.04607,1.02742,1.03982,62112
06-23-2010,21:00:00,1.03982,1.04709,1.03754,1.0431,59528
06-24-2010,21:00:00,1.0431,1.04442,1.03413,1.03631,60794
06-27-2010,21:00:00,1.03631,1.03737,1.0321,1.03583,47712
06-28-2010,21:00:00,1.03583,1.05775,1.03439,1.05613,63669
06-29-2010,21:00:00,1.05613,1.06488,1.04679,1.0641,59263
