Date,high,low,open,close,volume,adj_close
1990-01-02,1.3392857313156128,1.25,1.2589285373687744,1.3303571939468384,45799600.0,0.12199553847312927
1990-01-03,1.3571428060531616,1.3392857313156128,1.3571428060531616,1.3392857313156128,51998800.0,0.12281433492898941
1990-01-04,1.3839285373687744,1.3303571939468384,1.3660714626312256,1.34375,55378400.0,0.12322375178337097
1990-01-05,1.3660714626312256,1.3214285373687744,1.3482142686843872,1.3482142686843872,30828000.0,0.12363310158252716
1990-01-08,1.3571428060531616,1.3214285373687744,1.3392857313156128,1.3571428060531616,25393200.0,0.12445186823606491
1990-01-09,1.3571428060531616,1.3214285373687744,1.3571428060531616,1.34375,21534800.0,0.12322375178337097
1990-01-10,1.34375,1.2767857313156128,1.34375,1.2857142686843872,49929600.0,0.1179017648100853
1990-01-11,1.2946428060531616,1.2321428060531616,1.2946428060531616,1.2321428060531616,52763200.0,0.11298919469118118
1990-01-12,1.2410714626312256,1.2053571939468384,1.2232142686843872,1.2321428060531616,42974400.0,0.11298919469118118
1990-01-15,1.2767857313156128,1.2232142686843872,1.2321428060531616,1.2232142686843872,40434800.0,0.11217042058706284
1990-01-16,1.25,1.1696428060531616,1.1964285373687744,1.2455357313156128,53561200.0,0.1142173781991005
1990-01-17,1.2410714626312256,1.1785714626312256,1.2410714626312256,1.1875,49324800.0,0.10889537632465363
1990-01-18,1.1964285373687744,1.1517857313156128,1.1785714626312256,1.15625,68322800.0,0.10602974146604538
1990-01-19,1.2321428060531616,1.1964285373687744,1.2053571939468384,1.2232142686843872,66284400.0,0.11217042058706284
1990-01-22,1.2321428060531616,1.1875,1.2142857313156128,1.1875,36402800.0,0.10889537632465363
1990-01-23,1.2232142686843872,1.1785714626312256,1.2053571939468384,1.2053571939468384,35218400.0,0.11053290963172913
1990-01-24,1.2232142686843872,1.1517857313156128,1.1607142686843872,1.2142857313156128,42448000.0,0.11135166138410568
1990-01-25,1.2410714626312256,1.2142857313156128,1.2232142686843872,1.21875,27885200.0,0.11176106333732605
1990-01-26,1.2142857313156128,1.1517857313156128,1.2142857313156128,1.1696428060531616,45312400.0,0.10725782066583633
1990-01-29,1.1964285373687744,1.1473214626312256,1.1785714626312256,1.1875,29982400.0,0.10889537632465363
1990-01-30,1.2321428060531616,1.1785714626312256,1.1875,1.2142857313156128,29111600.0,0.11135166138410568
1990-01-31,1.2410714626312256,1.1785714626312256,1.2321428060531616,1.2142857313156128,35985600.0,0.11135166138410568
1990-02-01,1.2366071939468384,1.1964285373687744,1.2321428060531616,1.2008928060531616,29268400.0,0.11012355238199234
1990-02-02,1.2410714626312256,1.1875,1.1875,1.2232142686843872,29618400.0,0.11217042058706284
1990-02-05,1.2589285373687744,1.2142857313156128,1.2232142686843872,1.25,25438000.0,0.11462675780057907
1990-02-06,1.25,1.2142857313156128,1.2410714626312256,1.2410714626312256,18480000.0,0.11380796879529953
1990-02-07,1.2142857313156128,1.1607142686843872,1.1785714626312256,1.1875,78111600.0,0.10889537632465363
1990-02-08,1.1964285373687744,1.1517857313156128,1.1875,1.1785714626312256,46659200.0,0.10807660967111588
1990-02-09,1.2321428060531616,1.1875,1.1964285373687744,1.2232142686843872,42019600.0,0.11217042058706284
1990-02-12,1.2321428060531616,1.2053571939468384,1.2232142686843872,1.2142857313156128,18729200.0,0.11135166138410568
1990-02-13,1.25,1.2053571939468384,1.2142857313156128,1.2321428060531616,25541600.0,0.11298919469118118
1990-02-14,1.2410714626312256,1.2053571939468384,1.2321428060531616,1.2232142686843872,24015600.0,0.11217042058706284
1990-02-15,1.2232142686843872,1.1964285373687744,1.2053571939468384,1.2232142686843872,24491600.0,0.11217042058706284
1990-02-16,1.2321428060531616,1.2053571939468384,1.2232142686843872,1.2053571939468384,31802400.0,0.12145499885082245
